doc_id,block_type,para_id,sent_id,is_para_final,page_n,textstring_orig,textstring_rich,textstring_simple
523586,head,0,0,True,[1],"Sterbender Chriſten Seelen-Schatz Auß dem Edlen Machtſpruch Chriſti Joh. 3. ꝟ. 16. Bey dero Sepultur vnd beſtattung Deß Weiland Ehrenveſten/ Wolgelarten vnnd Wolbenambten Herꝛn Michael Morgenbessers Fuͤrſtlichen Lignitſchen wolverdienten Herꝛn Ambt-Schreibers in Wohlaw/ Am Sontage Palmarum, war der 17. Aprilis/ dieſes 1631. Jahres/ in Volckreicher Verſamblunge daſelbſten einfeltig erklaͤret vnd betrachtet durch M. Adamum Thebeſium Paſtorem vnd Seniorem VVolav. Gedruckt zu Breßlaw/ durch Georgium Baumann.",sterbender chriſten seelenschatz auß dem edlen machtſpruch chriſti joh ꝟ bey dero sepultur vnd beſtattung deß weiland ehrenveſten wolgelarten vnnd wolbenambten herꝛn michael morgenbessers fuͤrſtlichen lignitſchen wolverdienten herꝛn ambtschreibers in wohlaw am sontage palmarum war der aprilis dieſes jahres in volckreicher verſamblunge daſelbſten einfeltig erklaͤret vnd betrachtet durch m adamum thebeſium paſtorem vnd seniorem vvolav gedruckt zu breßlaw durch georgium baumann,sterbender christen seelenschatz auss dem edlen machtspruch christi ioh bey dero sepultur und bestattung dess weiland ehrenuesten wolgelarten unnd wolbenambten hern michael morgenbessers furstlichen lignitschen woluerdienten hern ambtschreibers in wohlaw am sontage palmarum war der aprilis dieses iahres in uolckreicher uersamblunge daselbsten einfeltig erklaret und betrachtet durch m adamum thebesium pastorem und seniorem uuolau gedruckt zu bresslaw durch georgium baumann
523586,body,1,0,False,[2],"Der Erbaren/ Ehrenreichen vnd Tugendſamen Frawen DOROTHEÆ, gebohrner Ludwigin/ So wol Deme Ehrenveſten/ Wolgelarten/ vnd Wolbenambten Herren BALTHASARI LANGIO, vornehmen Juris Practico, vnd deß Wohlawiſchen Fuͤrſtenthumbs Landesbeſtallten/ wie auch Denen Erbaren/ Ehr- vnd Tugendreichen Frawen MARIÆ Langin/ Jungfrawen CATHARINÆ vnnd ELISABETÆ, gebornen Morgenbeſſerinnen/ So dann JOHANNI, MICHAELI, LUCÆ, den Morgenbeſſern/ Gebruͤdern Alß denen Weyland (cum titulo) Herrn",der erbaren ehrenreichen vnd tugendſamen frawen dorotheæ gebohrner ludwigin so wol deme ehrenveſten wolgelarten vnd wolbenambten herren balthasari langio vornehmen juris practico vnd deß wohlawiſchen fuͤrſtenthumbs landesbeſtallten wie auch denen erbaren ehr vnd tugendreichen frawen mariæ langin jungfrawen catharinæ vnnd elisabetæ gebornen morgenbeſſerinnen so dann johanni michaeli lucæ den morgenbeſſern gebruͤdern alß denen weyland cum titulo herrn,der erbaren ehrenreichen und tugendsamen frawen dorotheae gebohrner ludwigin so wol deme ehrenuesten wolgelarten und wolbenambten herren balthasari langio uornehmen iuris practico und dess wohlawischen furstenthumbs landesbestallten wie auch denen erbaren ehr und tugendreichen frawen mariae langin iungfrawen catharinae unnd elisabetae gebornen morgenbesserinnen so dann iohanni michaeli lucae den morgenbessern gebrudern alss denen weyland cum titulo herrn
523586,body,1,1,True,[2],MICH. MORGEN BESSERS hinterlaſſenen Fr. Wittiben/ H. Aidman vnd Kindern/,mich morgen bessers hinterlaſſenen fr wittiben h aidman vnd kindern,mich morgen bessers hinterlassenen fr wittiben h aidman und kindern
523586,body,2,0,True,[2],vbergiebet endlichen als ſeinen allerſeits guͤnſtigen Frawen vnd Herꝛen Gefattern vnd Freunden dieſe/ auff dero inſtendiges begehren Schrifftlich auffgeſetzte Leich-Sermon M. Ad. Thebesius.,vbergiebet endlichen als ſeinen allerſeits guͤnſtigen frawen vnd herꝛen gefattern vnd freunden dieſe auff dero inſtendiges begehren schrifftlich auffgeſetzte leichsermon m ad thebesius,ubergiebet endlichen als seinen allerseits gunstigen frawen und heren gefattern und freunden diese auff dero instendiges begehren schrifftlich auffgesetzte leichsermon m ad thebesius
523586,head,3,0,True,[3],Eingang.,eingang,eingang
523586,body,4,0,True,[3],DJE vnaußſprechliche Liebe GOttes deß Himliſchen Vaters/ die da vnendlich hoͤher iſt denn der Himmel/ breiter denn die Erde/ tieffer denn der Abgrund/ lenger denn der Auffgang vnd Niedergang/ durch welche wir eingewurtzelt vnd gegrůndet werden/ inn welcher wir gleich vnter dem Hertzen GOttes als ein Kind in Mutterleibe getragen werden/ nach welcher er vns auch wiedergebohren hat zu einer lebendigen Hoffnung/ durch JEſum Chriſtum ſeinen lieben Sohn/ den Liebhaber Menſchliches Geſchlechtes/ durch welches Genade wir gerecht vnd Erben ſein deß Ewigen Lebens/ in der liebreichen Gemeinſchafft deß Heiligen Geiſtes/ deß einigen Hertz-Troͤſters/ Sey vnd bleibe mit denen anweſenden Hertzbeleideten/ vnd anderen mitleidenden jam̃rigen Seelen; derer Geiſt in aͤngſten iſt/ vnd verbleibe vnſer trewer Vater heut vnd zu allerzeit/ Amen.,dje vnaußſprechliche liebe gottes deß himliſchen vaters die da vnendlich hoͤher iſt denn der himmel breiter denn die erde tieffer denn der abgrund lenger denn der auffgang vnd niedergang durch welche wir eingewurtzelt vnd gegrůndet werden inn welcher wir gleich vnter dem hertzen gottes als ein kind in mutterleibe getragen werden nach welcher er vns auch wiedergebohren hat zu einer lebendigen hoffnung durch jeſum chriſtum ſeinen lieben sohn den liebhaber menſchliches geſchlechtes durch welches genade wir gerecht vnd erben ſein deß ewigen lebens in der liebreichen gemeinſchafft deß heiligen geiſtes deß einigen hertztroͤſters sey vnd bleibe mit denen anweſenden hertzbeleideten vnd anderen mitleidenden jam̃rigen seelen derer geiſt in aͤngſten iſt vnd verbleibe vnſer trewer vater heut vnd zu allerzeit amen,die unausssprechliche liebe gottes dess himlischen uaters die da unendlich hoher ist denn der himmel breiter denn die erde tieffer denn der abgrund lenger denn der auffgang und niedergang durch welche wir eingewurtzelt und gegrundet werden inn welcher wir gleich unter dem hertzen gottes als ein kind in mutterleibe getragen werden nach welcher er uns auch wiedergebohren hat zu einer lebendigen hoffnung durch iesum christum seinen lieben sohn den liebhaber menschliches geschlechtes durch welches genade wir gerecht und erben sein dess ewigen lebens in der liebreichen gemeinschafft dess heiligen geistes dess einigen hertztrosters sey und bleibe mit denen anwesenden hertzbeleideten und anderen mitleidenden iammrigen seelen derer geist in angsten ist und uerbleibe unser trewer uater heut und zu allerzeit amen
523586,body,5,0,True,[4],ANdaͤchtige/ Gottliebende/ von GOtt in Chriſto JEſu Geliebete/ auch von demſelbten im Geiſt betruͤbete Klag-vnd Trawer Hertzen/ Jſt doch David betruͤbet worden/ vnd hat Leide getragen/ da der HERR Uſa ſchlug/ daß er ſturbe/ daß der HErꝛ einen ſolchen Rieß gethan hatte/ 2. Sam. 6.,andaͤchtige gottliebende von gott in chriſto jeſu geliebete auch von demſelbten im geiſt betruͤbete klagvnd trawer hertzen jſt doch david betruͤbet worden vnd hat leide getragen da der herr uſa ſchlug daß er ſturbe daß der herꝛ einen ſolchen rieß gethan hatte sam,andachtige gottliebende uon gott in christo iesu geliebete auch uon demselbten im geist betrubete klagund trawer hertzen ist doch dauid betrubet worden und hat leide getragen da der herr usa schlug dass er sturbe dass der her einen solchen riess gethan hatte sam
523586,body,6,0,False,[4],Nicht kommet David frembd vnd ſeltzam fuͤr/ daß ein Menſch ſtirbet.,nicht kommet david frembd vnd ſeltzam fuͤr daß ein menſch ſtirbet,nicht kommet dauid frembd und seltzam fur dass ein mensch stirbet
523586,body,6,1,False,[4],"Denn Er weiß wol/ daß diß der Weg aller Welt iſt/ wie er ſelber erwehnet/ 1. Reg. 2. Das beſtimbte Hauß aller Lebendigen/ Job. 30. das ſtatutum, daß allen Menſchen geſetzt einmal zu ſterben/ Hebr. 9. nicht allein den Armen/ ſondern auch den Reichen/ den Koͤnigen vnd Rath Herꝛn auff Erden/ den Fůrſten die Gold haben/ vnd jhre Haͤuſer voll Silbers ſind/ die viel Můhe gehabt haben/ Job. 3 vnd zwar vmb der Suͤnde willen/ Rom. 5. welche deß Todes Stachel 1. Cor. 15. Er aber jhr Soldt iſt/ Rom. 6. Auch hat David nicht vergeſſen/ daß Gott wol ehermals einem trewen Moſi einen gleichtrewen Joſuam zum ſuccesſorn an deß Antecesſoris Ambt vnd Stelle verordnet vnd erwecket habe/ vnd demnach nicht eben an eine oder die ander Perſon verbunden ſey.",denn er weiß wol daß diß der weg aller welt iſt wie er ſelber erwehnet reg das beſtimbte hauß aller lebendigen job das ſtatutum daß allen menſchen geſetzt einmal zu ſterben hebr nicht allein den armen ſondern auch den reichen den koͤnigen vnd rath herꝛn auff erden den fůrſten die gold haben vnd jhre haͤuſer voll silbers ſind die viel můhe gehabt haben job vnd zwar vmb der suͤnde willen rom welche deß todes stachel cor er aber jhr soldt iſt rom auch hat david nicht vergeſſen daß gott wol ehermals einem trewen moſi einen gleichtrewen joſuam zum ſuccesſorn an deß antecesſoris ambt vnd stelle verordnet vnd erwecket habe vnd demnach nicht eben an eine oder die ander perſon verbunden ſey,denn er weiss wol dass diss der weg aller welt ist wie er selber erwehnet reg das bestimbte hauss aller lebendigen iob das statutum dass allen menschen gesetzt einmal zu sterben hebr nicht allein den armen sondern auch den reichen den konigen und rath hern auff erden den fursten die gold haben und ihre hauser uoll silbers sind die uiel muhe gehabt haben iob und zwar umb der sunde willen rom welche dess todes stachel cor er aber ihr soldt ist rom auch hat dauid nicht uergessen dass gott wol ehermals einem trewen mosi einen gleichtrewen iosuam zum successorn an dess antecessoris ambt und stelle uerordnet und erwecket habe und demnach nicht eben an eine oder die ander person uerbunden sey
523586,body,6,2,False,[5],"Er warnet ſelber fůr ſolchem abgoͤttiſchen fleiſchlichen Vertrawen auff Menſchen/ Pſ. 60. 118. 146. Gleichwol aber iſt das die Vrſach deß trawrens vnd Betruͤbnůſſes Davids/ daß GOtt einen ſolchen Riß gethan/ vnd einen ſolchen Mann/ einen Sacerdotem vnd cuſtodem legum Divinarum, deſſen man noch wol bedurfft gehabt/ durch den Todt hingeriſſen.",er warnet ſelber fůr ſolchem abgoͤttiſchen fleiſchlichen vertrawen auff menſchen pſ gleichwol aber iſt das die vrſach deß trawrens vnd betruͤbnůſſes davids daß gott einen ſolchen riß gethan vnd einen ſolchen mann einen sacerdotem vnd cuſtodem legum divinarum deſſen man noch wol bedurfft gehabt durch den todt hingeriſſen,er warnet selber fur solchem abgottischen fleischlichen uertrawen auff menschen ps gleichwol aber ist das die ursach dess trawrens und betrubnusses dauids dass gott einen solchen riss gethan und einen solchen mann einen sacerdotem und custodem legum diuinarum dessen man noch wol bedurfft gehabt durch den todt hingerissen
